gameId,league,playoffs,date,patch,t1_playerid,t1_ban1,t1_ban2,t1_ban3,t1_ban4,t1_ban5,t1_result,t2_playerid,t2_ban1,t2_ban2,t2_ban3,t2_ban4,t2_ban5,t1p1_position,t1p1_player,t1p1_champion,Columna1,t1p2_position,t1p2_player,t1p2_champion,Columna2,t1p3_position,t1p3_player,t1p3_champion,Columna3,t1p4_position,t1p4_player,t1p4_champion,Columna4,t1p5_position,t1p5_player,t1p5_champion,Columna5,t2p1_position,t2p1_player,t2p1_champion,Columna6,t2p2_position,t2p2_player,t2p2_champion,Columna7,t2p3_position,t2p3_player,t2p3_champion,Columna8,t2p4_position,t2p4_player,t2p4_champion,Columna9,t2p5_position,t2p5_player,t2p5_champion,Columna10
1310189,EM,0,17/08/20,10.04,LDLC OL,Ashe,Lux,Graves,Syndra,Akali,1,CR4ZY,Zoe,LeBlanc,Caitlyn,Braum,Yuumi,sup,YellOwStaR,Thresh,14542.18,bot,Exakick,Kalista,1981.97,mid,Vetheo,Ezreal,69929.17,jng,TynX,Nidalee,51396.01,top,Bando,Renekton,3360.85,sup,Raxxo,Nautilus,6378.62,bot,Plox,Senna,2.4,mid,Meight,Cassiopeia,39666.45,jng,DoubleAiM,Kha'Zix,6637.48,top,Gabbo,Sett,32121.06
1310190,EM,0,17/08/20,10.04,eSuba,Heimerdinger,Karma,Ziggs,Sett,Nidalee,0,Team GamerLegion,Volibear,Lux,Graves,Gangplank,Olaf,sup,Rufus,Thresh,5504.85,bot,Hiro,Caitlyn,50472.09,mid,Random,Azir,48120.15,jng,Jejky,Ekko,24968.45,top,Wondro,Sion,22030.34,sup,Visdom,Morgana,33873.79,bot,Hjarnan,Jinx,58692.96,mid,Nite,Akali,40015.78,jng,Rabble,Skarner,15109.22,top,Phones,Renekton,54444.17
1320233,EM,0,17/08/20,10.04,Iron Wolves,Lee Sin,Ezreal,Azir,Zoe,Shen,0,Sector One,Kled,Caitlyn,Senna,Darius,Trundle,sup,Xavieles,Rakan,14247.48,bot,Yashiro,Xayah,21591.12,mid,Saulius,LeBlanc,46030.93,jng,AGENTAS,Volibear,27700.07,top,unknown player,Sett,51546.74,sup,Saviour,Thresh,13299.26,bot,Practice,Lucian,101410.89,mid,Night,Ryze,76906.52,jng,dibu,Nidalee,34837.93,top,Phoenix,Sion,35911.23
1320236,EM,0,17/08/20,10.04,SINNERS Esports,Sett,Camille,Ezreal,Shen,Tahm Kench,0,7more7 Pompa Team,Elise,Kalista,Caitlyn,Blitzcrank,Thresh,sup,Vasked,Leona,9358.46,bot,PiOk,Syndra,42537.68,mid,Ordno,Lucian,52897.06,jng,Wysek,Lillia,38721.51,top,Zvene,Renekton,37657.17,sup,Pyrka,Nautilus,14172.79,bot,defles,Senna,68724.26,mid,Czajek,Ekko,38481.62,jng,Bruness,Volibear,16227.02,top,Sinmivak,Akali,5272.61
1310192,EM,0,17/08/20,10.04,G2 Arctic,Sett,Karthus,Bard,Azir,Shyvana,1,LowLandLions,Graves,Syndra,Morgana,Aatrox,Camille,sup,Aesenar,Lux,3519.33,bot,Supa,Caitlyn,95715.79,mid,FeeNiixZ,Zoe,62781.82,jng,Nasser,Sejuani,384.89,top,Oscarinin,Renekton,59741.63,sup,QUICKTIMER,Blitzcrank,21077.51,bot,Orre,Lucian,75958.85,mid,Raqo,Orianna,40426.79,jng,Hades,Nidalee,67240.19,top,Looca,Ornn,45195.22
1310193,EM,0,17/08/20,10.04,SAMCLAN Esports Club,Miss Fortune,Gangplank,Ashe,Thresh,Nautilus,0,Racoon,Caitlyn,Kalista,Nidalee,Twisted Fate,Galio,sup,Calmsky,Taric,20098.45,bot,Gotzy,Miss Fortune,40389.64,mid,Noma,Zoe,59135.75,jng,Travanques,Olaf,35113.99,top,F4rg,Ornn,36522.28,sup,darkchri,Nautilus,18133.68,bot,Rharesh,Taliyah,79852.85,mid,Fresskowy,Orianna,86452.85,jng,Ploxy,Kha'Zix,44132.64,top,Deidara,Volibear,39087.05
1320237,EM,0,17/08/20,10.04,SAMCLAN Esports Club,Sett,Graves,Kalista,Azir,Renekton,0,Racoon,Caitlyn,Lux,Karma,Leona,Braum,sup,Calmsky,Taric,20098.45,bot,Gotzy,Miss Fortune,40389.64,mid,Noma,Zoe,59135.75,jng,Travanques,Olaf,35113.99,top,F4rg,Ornn,36522.28,sup,darkchri,Nautilus,18133.68,bot,Rharesh,Taliyah,79852.85,mid,Fresskowy,Orianna,86452.85,jng,Ploxy,Kha'Zix,44132.64,top,Deidara,Volibear,39087.05
1320239,EM,0,17/08/20,10.04,Intrepid Fox Gaming,Sona,Shen,Graves,Vel'Koz,Camille,1,Five Kings,Irelia,Caitlyn,Kha'Zix,Trundle,Shyvana,sup,Kyouma,Thresh,20597.32,bot,Gagai,Ezreal,61127.52,mid,Pun1sher,Cassiopeia,50142.28,jng,LeBron,Rek'Sai,43924.83,top,Bako,Malphite,61622.82,sup,Pattarek,Leona,1826.98,bot,Lakinther,Senna,39684.56,mid,tibor,Veigar,33358.39,jng,Fokkus,Evelynn,3513.02,top,Onyoz,Poppy,19135.57
1320281,EM,0,18/08/20,10.04,LowLandLions,Senna,Bard,Ashe,Cho'Gath,Akali,0,CR4ZY,Karthus,Lucian,Caitlyn,Thresh,Nautilus,sup,QUICKTIMER,Leona,14700.38,bot,Orre,Kalista,41204.87,mid,Raqo,Syndra,70021.77,jng,Hades,Sett,36072.98,top,Looca,Ornn,35074.26,sup,Raxxo,Alistar,21902.69,bot,Plox,Ezreal,97763.12,mid,Meight,Ekko,52083.23,jng,DoubleAiM,Nidalee,54134.44,top,Gabbo,Renekton,67417.41
1310232,EM,0,18/08/20,10.04,Intrepid Fox Gaming,Taliyah,Nocturne,Orianna,Lee Sin,Kha'Zix,1,SINNERS Esports,Ezreal,Karma,Caitlyn,Azir,Shen,sup,Kyouma,Nautilus,1720.36,bot,Gagai,Ashe,43161.29,mid,Pun1sher,Ryze,40607.09,jng,LeBron,Kha'Zix,73008.99,top,Bako,Renekton,17422.53,sup,Vasked,Thresh,12507.67,bot,PiOk,Kalista,58432.58,mid,Ordno,Zoe,73161.29,jng,Wysek,Lee Sin,21341.09,top,Zvene,Gnar,38608.14
1310226,EM,0,18/08/20,10.04,Intrepid Fox Gaming,Lux,Elise,Syndra,Akali,Orianna,1,SINNERS Esports,Cassiopeia,Irelia,Caitlyn,Shen,Azir,sup,Kyouma,Nautilus,1720.36,bot,Gagai,Ashe,43161.29,mid,Pun1sher,Ryze,40607.09,jng,LeBron,Kha'Zix,73008.99,top,Bako,Renekton,17422.53,sup,Vasked,Thresh,12507.67,bot,PiOk,Kalista,58432.58,mid,Ordno,Zoe,73161.29,jng,Wysek,Lee Sin,21341.09,top,Zvene,Gnar,38608.14
1310228,EM,0,18/08/20,10.04,EGN Esports,Heimerdinger,Ziggs,Lux,Elise,Karthus,0,Team GamerLegion,Twisted Fate,Volibear,Ornn,Morgana,Nautilus,sup,Slayer,Blitzcrank,12498.38,bot,Worst,Miss Fortune,41139.52,mid,Heroic,Sylas,28349.12,jng,ReAt1vo,Rek'Sai,26375.08,top,Frozen,Shen,26990.27,sup,Visdom,Thresh,14663.21,bot,Hjarnan,Jhin,4945.62,mid,Nite,Ryze,39122.65,jng,Rabble,Gragas,32106.42,top,Phones,Renekton,54914.99
1310234,EM,0,18/08/20,10.04,Riddle Esports,Azir,Ashe,Volibear,Orianna,Graves,1,eSuba,Karthus,Caitlyn,Kalista,Gnar,NULL,sup,Wendelbo,Blitzcrank,17473.62,bot,reje,Lucian,356.23,mid,Sencux,Sett,20653.23,jng,Maxi,Nidalee,47107.29,top,Doxy,Camille,4466.39,sup,Rufus,Lux,20880.85,bot,Hiro,Sona,23601.66,mid,Random,Syndra,34168.35,jng,Jejky,Olaf,1722.11,top,Wondro,Gangplank,495.08
1320286,EM,0,18/08/20,10.04,G2 Arctic,Zoe,LeBlanc,Kalista,Galio,Ekko,0,LDLC OL,Caitlyn,Yuumi,Ashe,Renekton,Sejuani,sup,Aesenar,Leona,13964.54,bot,Supa,Ezreal,57694.02,mid,FeeNiixZ,Syndra,49576.08,jng,Nasser,Graves,41819.38,top,Oscarinin,Jax,75545.57,sup,YellOwStaR,Thresh,1215.34,bot,Exakick,Aphelios,84596.29,mid,Vetheo,Yasuo,54732.37,jng,TynX,Gragas,51694.02,top,Bando,Camille,52097.32
1310239,EM,0,18/08/20,10.04,Five Kings,Graves,LeBlanc,Ashe,Twisted Fate,Camille,0,7more7 Pompa Team,Lux,Zoe,Caitlyn,Nidalee,Lee Sin,sup,Pattarek,Bard,23490.37,bot,Lakinther,Caitlyn,40875.42,mid,tibor,Azir,41840.32,jng,Fokkus,Olaf,22725.93,top,Onyoz,Sylas,32347.68,sup,Pyrka,Karma,30968.29,bot,defles,Ezreal,11127.18,mid,Czajek,LeBlanc,70172.14,jng,Bruness,Trundle,23296.72,top,Sinmivak,Ornn,39900.34
1310237,EM,0,18/08/20,10.04,Five Kings,Sett,Camille,Lux,Akali,Corki,0,7more7 Pompa Team,Shen,Graves,Veigar,Renekton,Tryndamere,sup,Pattarek,Bard,23490.37,bot,Lakinther,Caitlyn,40875.42,mid,tibor,Azir,41840.32,jng,Fokkus,Olaf,22725.93,top,Onyoz,Sylas,32347.68,sup,Pyrka,Karma,30968.29,bot,defles,Ezreal,11127.18,mid,Czajek,LeBlanc,70172.14,jng,Bruness,Trundle,23296.72,top,Sinmivak,Ornn,39900.34
1320291,EM,0,18/08/20,10.04,EGN Esports,Zoe,LeBlanc,Nidalee,Sona,Yuumi,0,Riddle Esports,Caitlyn,Ashe,Bard,Kha'Zix,Graves,sup,Slayer,Thresh,9896.57,bot,Worst,Miss Fortune,17669.58,mid,Heroic,Ryze,34388.18,jng,ReAt1vo,Kha'Zix,16271.32,top,Frozen,Gangplank,36620.55,sup,Wendelbo,Nautilus,14671.59,bot,reje,Karthus,51469.44,mid,Sencux,Orianna,64968.44,jng,Maxi,Graves,20780.39,top,Doxy,Gnar,57844.19
1310244,EM,0,18/08/20,10.04,Five Kings,Kalista,Nidalee,Twisted Fate,Sett,Lucian,1,Intrepid Fox Gaming,Volibear,Caitlyn,Rek'Sai,NULL,Lee Sin,sup,Pattarek,Galio,50663.93,bot,Lakinther,Senna,42232.26,mid,tibor,Orianna,65683.28,jng,Fokkus,Trundle,22810.56,top,Onyoz,Poppy,32055.13,sup,Kyouma,Thresh,1288.68,bot,Gagai,Lucian,5835.66,mid,Pun1sher,Corki,72348.39,jng,LeBron,Sylas,39103.81,top,Bako,Renekton,42161.88
1310246,EM,0,18/08/20,10.04,Sector One,Sett,Shen,Lux,LeBlanc,Zoe,1,SAMCLAN Esports Club,Ezreal,Lee Sin,Caitlyn,Galio,Azir,sup,Saviour,Braum,12397.82,bot,Practice,Ashe,44508.66,mid,Night,Corki,5917.17,jng,dibu,Sejuani,21883.23,top,Phoenix,Camille,65245.92,sup,Calmsky,Karma,24626.42,bot,Gotzy,Miss Fortune,40058.39,mid,Noma,Orianna,3.6,jng,Travanques,Nidalee,23572.49,top,F4rg,Jax,5139.04
1310248,EM,0,18/08/20,10.04,Team GamerLegion,Lux,Twisted Fate,Azir,Orianna,Gangplank,1,eSuba,Heimerdinger,Ziggs,Caitlyn,Vel'Koz,Wukong,sup,Visdom,Thresh,15651.89,bot,Hjarnan,Jhin,69603.24,mid,Nite,Cassiopeia,74289.73,jng,Rabble,Volibear,34300.54,top,Phones,Quinn,76238.92,sup,Rufus,Tahm Kench,16913.51,bot,Hiro,Ashe,43371.89,mid,Random,LeBlanc,65224.86,jng,Jejky,Sett,26678.92,top,Wondro,Renekton,28255.14
1310252,EM,0,18/08/20,10.04,7more7 Pompa Team,Sett,Volibear,Senna,Orianna,Camille,1,SINNERS Esports,Caitlyn,Kled,Karma,Shen,Malphite,sup,Pyrka,Nautilus,15130.43,bot,defles,Aphelios,62788.82,mid,Czajek,Zoe,59636.65,jng,Bruness,Volibear,19015.53,top,Sinmivak,Akali,45251.55,sup,Vasked,Braum,8409.94,bot,PiOk,Ezreal,49614.91,mid,Ordno,Jayce,63316.77,jng,Wysek,Nidalee,13248.45,top,Adiss,Sion,24245.34
1310249,EM,0,18/08/20,10.04,7more7 Pompa Team,Elise,Kalista,Lucian,Gangplank,Ornn,1,SINNERS Esports,Thresh,Caitlyn,LeBlanc,Azir,Camille,sup,Pyrka,Nautilus,15130.43,bot,defles,Aphelios,62788.82,mid,Czajek,Zoe,59636.65,jng,Bruness,Volibear,19015.53,top,Sinmivak,Akali,45251.55,sup,Vasked,Braum,8409.94,bot,PiOk,Ezreal,49614.91,mid,Ordno,Jayce,63316.77,jng,Wysek,Nidalee,13248.45,top,Adiss,Sion,24245.34
1310254,EM,0,18/08/20,10.04,eSuba,Miss Fortune,Thresh,Volibear,Gangplank,Shen,1,EGN Esports,Irelia,LeBlanc,Caitlyn,Azir,Zoe,sup,Rufus,Lux,2287.43,bot,Hiro,Ashe,46294.74,mid,Random,Twisted Fate,94265.02,jng,Jejky,Lee Sin,58692.26,top,Wondro,Camille,102040.87,sup,Slayer,Nautilus,21618.58,bot,Worst,Lucian,40131.27,mid,Heroic,Sett,35617.34,jng,ReAt1vo,Nidalee,41799.38,top,Frozen,Jax,27510.84
1320313,EM,0,18/08/20,10.04,LDLC OL,Ashe,Sett,Lucian,Morgana,Jax,1,LowLandLions,Zoe,LeBlanc,Caitlyn,Thresh,Nautilus,sup,YellOwStaR,Alistar,31004.18,bot,Exakick,Kalista,84351.46,mid,Vetheo,Syndra,40769.87,jng,TynX,Hecarim,66411.72,top,Bando,Camille,121345.61,sup,QUICKTIMER,Janna,2517.49,bot,Orre,Draven,68379.92,mid,Raqo,Ekko,47859.41,jng,Hades,Rek'Sai,50505.44,top,Looca,Aatrox,36070.29
1310259,EM,0,18/08/20,10.04,Racoon,Caitlyn,Karma,Lux,Shen,Malphite,1,SAMCLAN Esports Club,Orianna,Lee Sin,Nautilus,Azir,Akali,sup,darkchri,Braum,12482.89,bot,Rharesh,Senna,73966.27,mid,Fresskowy,Zoe,92064.58,jng,Ploxy,Rek'Sai,41465.06,top,Deidara,Sett,32553.25,sup,Calmsky,Taric,17378.31,bot,Gotzy,Jinx,68119.52,mid,Noma,Lucian,2530.12,jng,Travanques,Lillia,40088.67,top,F4rg,Camille,40244.82
1310260,EM,0,18/08/20,10.04,SINNERS Esports,Shen,Senna,Azir,Twisted Fate,Taliyah,1,Five Kings,Caitlyn,Syndra,Corki,Lucian,Zoe,sup,Vasked,Thresh,24042.96,bot,PiOk,Kalista,71756.56,mid,Ordno,Ezreal,84085.92,jng,Wysek,Elise,59616.23,top,Adiss,Aatrox,34934.61,sup,Pattarek,Sett,26783.77,bot,Lakinther,Sivir,70350.36,mid,tibor,LeBlanc,52857.28,jng,Fokkus,Graves,35725.06,top,Onyoz,Poppy,23727.92
1310262,EM,0,18/08/20,10.04,Team GamerLegion,Nidalee,Twisted Fate,Gnar,Olaf,Azir,1,Riddle Esports,Heimerdinger,Ziggs,Morgana,Renekton,Tristana,sup,Visdom,Nautilus,10166.03,bot,Hjarnan,Jhin,62996.87,mid,Nite,Galio,43092.05,jng,Rabble,Volibear,2559.43,top,Phones,Lucian,61650.57,sup,Wendelbo,Thresh,9430.36,bot,reje,Caitlyn,63601.25,mid,Sencux,Corki,65070.51,jng,Maxi,Sejuani,18343.87,top,Doxy,Gangplank,43300.45
1320317,EM,0,18/08/20,10.04,G2 Arctic,Cho'Gath,Sett,Renekton,Mordekaiser,Shen,1,CR4ZY,Lucian,Sejuani,Caitlyn,Morgana,Zoe,sup,Aesenar,Pantheon,25642.48,bot,Supa,Ashe,94863.39,mid,FeeNiixZ,Orianna,5906.19,jng,Nasser,Nidalee,60781.22,top,Oscarinin,Malphite,3712.06,sup,Raxxo,Nautilus,16191.04,bot,Plox,Senna,37949.84,mid,Meight,Sylas,39736.39,jng,DoubleAiM,Graves,27691.57,top,Gabbo,Sion,3262.22
1310264,EM,0,18/08/20,10.04,Intrepid Fox Gaming,Akali,Camille,Senna,Zoe,LeBlanc,1,7more7 Pompa Team,Cassiopeia,Kha'Zix,Evelynn,Corki,Sylas,sup,Kyouma,Lux,14206.86,bot,Gagai,Caitlyn,26336.28,mid,Pun1sher,Azir,10606.19,jng,LeBron,Graves,52891.59,top,Bako,Malphite,37808.63,sup,Pyrka,Karma,13778.76,bot,defles,Ezreal,34271.02,mid,Czajek,Syndra,27341.81,jng,Bruness,Lee Sin,1078.54,top,Sinmivak,Shen,29565.27
1241318,KeSPA,0,03/01/20,10.04,SANDBOX Gaming,LeBlanc,Irelia,Rek'Sai,Yasuo,Renekton,1,T1,Lucian,Akali,Lee Sin,Olaf,Jarvan IV,sup,GorillA,Nautilus,11189.19,bot,Leo,Miss Fortune,79508.11,mid,FATE,Qiyana,47016.22,jng,OnFleek,Elise,30524.32,top,Summit,Rumble,41705.41,sup,Kuri,Rakan,10456.76,bot,Teddy,Xayah,46791.89,mid,Faker,Mordekaiser,29935.14,jng,Cuzz,Gragas,28432.43,top,Canna,Aatrox,15964.86
1241322,KeSPA,0,03/01/20,10.04,T1,Syndra,LeBlanc,Rumble,Braum,Leona,0,SANDBOX Gaming,Lucian,Akali,Rek'Sai,Irelia,Camille,sup,Effort,Nautilus,13543.78,bot,Teddy,Miss Fortune,50607.99,mid,Faker,Orianna,58488.55,jng,Cuzz,Jarvan IV,8193.08,top,Canna,Jayce,65744.05,sup,GorillA,Tahm Kench,8179.61,bot,Leo,Varus,42907.95,mid,FATE,Qiyana,4376.74,jng,OnFleek,Elise,38268.52,top,Summit,Aatrox,43460.26
1241324,KeSPA,0,03/01/20,10.04,T1,LeBlanc,Rumble,Lee Sin,Gragas,Olaf,1,SANDBOX Gaming,Lucian,Akali,Elise,Irelia,Orianna,sup,Effort,Rakan,14100.53,bot,Teddy,Xayah,7523.32,mid,Faker,Mordekaiser,3991.35,jng,Cuzz,Rek'Sai,25143.19,top,Roach,Renekton,23498.54,sup,GorillA,Nautilus,688.72,bot,Route,Miss Fortune,32857.98,mid,Dove,Azir,34218.59,jng,OnFleek,Sejuani,10681.47,top,Summit,Aatrox,19448.28
1241328,KeSPA,0,03/01/20,10.04,T1,Rumble,Varus,LeBlanc,Aatrox,Syndra,0,SANDBOX Gaming,Lucian,Rek'Sai,Akali,Renekton,Qiyana,sup,Effort,Rakan,8749.37,bot,Teddy,Xayah,39658.83,mid,Faker,Nautilus,20125.06,jng,Cuzz,Elise,28445.22,top,Roach,Pantheon,9166.58,sup,GorillA,Leona,8443.22,bot,Leo,Miss Fortune,40883.44,mid,Dove,Orianna,41840.92,jng,OnFleek,Olaf,36894.45,top,Summit,Quinn,36504.25
1241386,KeSPA,0,04/01/20,10.04,DRX,Qiyana,Orianna,Irelia,Tahm Kench,Gangplank,0,Afreeca Freecs,Miss Fortune,Akali,Lucian,Lee Sin,Rumble,sup,Keria,Rakan,17539.74,bot,Deft,Xayah,37682.12,mid,Chovy,Ryze,32135.76,jng,Pyosik,Jarvan IV,11337.75,top,Doran,Mordekaiser,43125.83,sup,Jelly,Braum,11996.69,bot,Mystic,Varus,3785.43,mid,Fly,Vel'Koz,5035.43,jng,Spirit,Elise,30480.13,top,Kiin,Renekton,65688.74
1241394,KeSPA,0,04/01/20,10.04,Afreeca Freecs,Irelia,Syndra,Elise,Jarvan IV,Fiora,1,DRX,Akali,Lucian,Qiyana,Rek'Sai,Poppy,sup,Jelly,Braum,17054.26,bot,Mystic,Miss Fortune,6230.62,mid,Fly,Ornn,40852.71,jng,Spirit,Olaf,30310.08,top,Kiin,Kennen,70217.05,sup,Keria,Thresh,10767.44,bot,Deft,Varus,35624.03,mid,Chovy,Rumble,46046.51,jng,Pyosik,Lee Sin,19647.29,top,Doran,Vladimir,37298.45
1241396,KeSPA,0,04/01/20,10.04,Afreeca Freecs,Irelia,Syndra,Elise,Mordekaiser,Ornn,1,DRX,Akali,Lucian,Rek'Sai,Fiora,Ryze,sup,Jelly,Braum,7396.49,bot,Mystic,Miss Fortune,37136.76,mid,Fly,Orianna,35717.69,jng,Spirit,Qiyana,26608.53,top,Kiin,Camille,57022.58,sup,Keria,Thresh,6278.54,bot,Deft,Varus,33176.91,mid,Chovy,Fizz,18421.58,jng,Pyosik,Lee Sin,191.33,top,Doran,Aatrox,23333.75
1241467,KeSPA,0,05/01/20,10.04,SANDBOX Gaming,Qiyana,Elise,Ornn,Gragas,Orianna,0,Afreeca Freecs,Akali,Lucian,Miss Fortune,LeBlanc,Rek'Sai,sup,Joker,Tahm Kench,10600.14,bot,Route,Senna,32989.23,mid,Dove,Syndra,35991.39,jng,OnFleek,Olaf,29487.44,top,Summit,Rumble,36499.64,sup,Jelly,Braum,16324.48,bot,Mystic,Varus,42659.01,mid,Fly,Ekko,43641.06,jng,Spirit,Lee Sin,20890.17,top,Kiin,Irelia,62347.45
1241468,KeSPA,0,05/01/20,10.04,Afreeca Freecs,Syndra,Rek'Sai,Gangplank,Irelia,LeBlanc,1,SANDBOX Gaming,Lucian,Miss Fortune,Akali,Elise,Gragas,sup,Jelly,Rakan,1986.07,bot,Mystic,Xayah,4081.26,mid,Fly,Ornn,30142.62,jng,Spirit,Qiyana,36195.69,top,Kiin,Kennen,51814.26,sup,GorillA,Tahm Kench,7598.67,bot,Leo,Varus,30606.97,mid,Dove,Vladimir,41804.31,jng,OnFleek,Lee Sin,14799.34,top,Summit,Aatrox,17933.67
1241474,KeSPA,0,05/01/20,10.04,SANDBOX Gaming,Irelia,Braum,Ornn,Xayah,Kai'Sa,0,Afreeca Freecs,Akali,Lucian,Miss Fortune,Lee Sin,Zoe,sup,GorillA,Tahm Kench,11700.72,bot,Leo,Varus,48469.06,mid,FATE,Orianna,59447.48,jng,OnFleek,Olaf,16699.28,top,Summit,Aatrox,42834.53,sup,Jelly,Nautilus,18011.51,bot,Mystic,Sivir,77804.32,mid,ALL IN,Rumble,45035.97,jng,Spirit,Qiyana,29709.35,top,Kiin,Hecarim,61939.57
1302595,LCK,0,05/02/20,10.04,T1,Syndra,Taliyah,Lucian,LeBlanc,Thresh,0,DAMWON Gaming,Rek'Sai,Elise,Akali,Orianna,Nautilus,sup,Effort,Leona,11641.13,bot,Teddy,Miss Fortune,67020.07,mid,Faker,Rumble,43054.49,jng,Cuzz,Gragas,35803.36,top,Roach,Sett,31730.44,sup,Hoit,Braum,9765.67,bot,Nuclear,Aphelios,6426.71,mid,ShowMaker,Ryze,5364.85,jng,Canyon,Lee Sin,14757.89,top,Nuguri,Mordekaiser,57741.09
1302628,LCK,0,05/02/20,10.04,DAMWON Gaming,Rek'Sai,Elise,Mordekaiser,Renekton,Aatrox,0,T1,Taliyah,Akali,Lucian,Jarvan IV,Syndra,sup,Hoit,Rakan,13463.41,bot,Nuclear,Xayah,64402.79,mid,ShowMaker,Ornn,26138.68,jng,Canyon,Lee Sin,27294.77,top,Nuguri,Sett,52791.64,sup,Effort,Leona,10235.54,bot,Teddy,Aphelios,7908.92,mid,Faker,LeBlanc,8588.99,jng,Cuzz,Gragas,39307.32,top,Roach,Gnar,55992.33
1302635,LCK,0,05/02/20,10.04,T1,Mordekaiser,Lucian,Taliyah,Syndra,Ryze,1,DAMWON Gaming,Rek'Sai,Elise,Akali,Nautilus,LeBlanc,sup,Effort,Blitzcrank,9800.49,bot,Teddy,Miss Fortune,37455.06,mid,Faker,Tristana,27529.78,jng,Cuzz,Gragas,23877.34,top,Roach,Sett,6814.24,sup,BeryL,Thresh,6740.22,bot,Nuclear,Aphelios,34172.72,mid,ShowMaker,Orianna,19103.98,jng,Canyon,Lee Sin,9256.96,top,Nuguri,Kayle,24697.92
1302651,LCK,0,05/02/20,10.04,KT Rolster,Irelia,Gragas,Akali,Nautilus,LeBlanc,1,Gen.G,Olaf,Sett,Elise,Rumble,Blitzcrank,sup,TusiN,Tahm Kench,16681.92,bot,Aiming,Aphelios,61771.17,mid,Kuro,Ornn,14670.48,jng,bonO,Jarvan IV,18525.17,top,SoHwan,Aatrox,33013.73,sup,Kellin,Thresh,5756.29,bot,Ruler,Miss Fortune,47886.73,mid,Bdd,Syndra,34939.36,jng,Clid,Lee Sin,9978.26,top,Rascal,Mordekaiser,36429.06
1292960,LCK,0,05/02/20,10.04,Gen.G,Olaf,Aphelios,Jarvan IV,Aatrox,Mordekaiser,1,KT Rolster,Akali,Sett,Elise,Xayah,Varus,sup,Kellin,Taric,6335.61,bot,Ruler,Kalista,3152.89,mid,Bdd,Zoe,41507.77,jng,Clid,Lee Sin,11850.84,top,Rascal,Ornn,28079.55,sup,TusiN,Alistar,2975.76,bot,Aiming,Miss Fortune,28374.15,mid,Kuro,Rumble,20528.28,jng,bonO,Rek'Sai,8669.98,top,SoHwan,Camille,14319.45
1292974,LCK,0,05/02/20,10.04,KT Rolster,Akali,Kalista,Zoe,LeBlanc,Nautilus,0,Gen.G,Aphelios,Ornn,Jarvan IV,Xayah,Leona,sup,TusiN,Yuumi,19769.97,bot,Aiming,Ezreal,44025.56,mid,Kuro,Rumble,25415.34,jng,bonO,Elise,17980.83,top,SoHwan,Sett,41092.65,sup,Kellin,Bard,469.01,bot,Ruler,Miss Fortune,67067.09,mid,Bdd,Galio,25482.43,jng,Clid,Lee Sin,19025.56,top,Rascal,Mordekaiser,42268.37
1293312,LCK,0,06/02/20,10.04,SANDBOX Gaming,Rumble,Pantheon,Qiyana,Ornn,Orianna,1,SeolHaeOne Prince,Akali,Olaf,Elise,Tahm Kench,Leona,sup,GorillA,Thresh,8129.75,bot,Leo,Syndra,29458.61,mid,Dove,Zoe,48411.63,jng,OnFleek,Rek'Sai,35136.47,top,Summit,Sett,45324.38,sup,Secret,Nautilus,8102.91,bot,HyBriD,Aphelios,25749.44,mid,Keine,Cassiopeia,25753.91,jng,Flawless,Jarvan IV,12545.86,top,ikssu,Mordekaiser,33302.01
1293319,LCK,0,06/02/20,10.04,SeolHaeOne Prince,Syndra,Olaf,Elise,Zoe,Orianna,0,SANDBOX Gaming,Rumble,Pantheon,Akali,LeBlanc,Blitzcrank,sup,Secret,Leona,9695.18,bot,HyBriD,Miss Fortune,58266.29,mid,Keine,Viktor,65717.85,jng,Flawless,Lee Sin,13747.31,top,ikssu,Sett,38012.46,sup,GorillA,Nautilus,20498.58,bot,Leo,Aphelios,3839.32,mid,Dove,Ryze,79060.62,jng,OnFleek,Rek'Sai,51093.48,top,Summit,Renekton,3841.02
1293370,LCK,0,06/02/20,10.04,Griffin,Rumble,Mordekaiser,Elise,Karthus,Braum,0,Afreeca Freecs,Taliyah,Yasuo,Akali,Tahm Kench,Rek'Sai,sup,Kabbie,Thresh,12576.92,bot,Viper,Senna,56818.12,mid,Ucal,Sett,31024.77,jng,Tarzan,Lee Sin,1529.14,top,Sword,Ornn,21041.07,sup,Jelly,Blitzcrank,13977.18,bot,SS,Aphelios,105537.81,mid,Fly,Pantheon,25351.37,jng,Spirit,Gragas,38741.85,top,Kiin,Lucian,70738.59
1293393,LCK,0,06/02/20,10.04,Afreeca Freecs,Syndra,Taliyah,Lucian,Leona,LeBlanc,1,Griffin,Akali,Sett,Elise,Rakan,Braum,sup,Jelly,Rumble,37068.49,bot,Mystic,Ashe,77451.17,mid,Fly,Viktor,91683.61,jng,Spirit,Jarvan IV,20993.37,top,Kiin,Kennen,49161.29,sup,Kabbie,Thresh,12458.68,bot,Viper,Aphelios,64159.96,mid,Ucal,Ornn,25553.69,jng,Tarzan,Lee Sin,20486.96,top,Sword,Mordekaiser,44539.99
