gameId,league,playoffs,date,10.01,t1_playerid,t1_ban1,t1_ban2,t1_ban3,t1_ban4,t1_ban5,t1_result,t2_playerid,t2_ban1,t2_ban2,t2_ban3,t2_ban4,t2_ban5,t1p1_position,t1p1_player,t1p1_champion,t1p1_dpm,t1p2_position,t1p2_player,t1p2_champion,t1p2_dpm,t1p3_position,t1p3_player,t1p3_champion,t1p3_dpm,t1p4_position,t1p4_player,t1p4_champion,t1p4_dpm,t1p5_position,t1p5_player,t1p5_champion,t1p5_dpm,t2p1_position,t2p1_player,t2p1_champion,t2p1_dpm,t2p2_position,t2p2_player,t2p2_champion,t2p2_dpm,t2p3_position,t2p3_player,t2p3_champion,t2p3_dpm,t2p4_position,t2p4_player,t2p4_champion,t2p4_dpm,t2p5_position,t2p5_player,t2p5_champion,t2p5_dpm
63508131,LDL,0,29/06/2020 7:18,10.07,JingNetGame,Draven,Trundle,Zoe,Ornn,Thresh,0,LinGan e-Sports,Varus,Graves,Syndra,Kalista,Kennen,sup,yuWWuu,Sett,1.942.344,bot,Yifan,Kai'Sa,2.019.986,mid,Novice,LeBlanc,2.976.276,jng,Bandao,Rek'Sai,1.372.106,top,Punk,Mordekaiser,351.028,sup,Par,Taric,780.302,bot,yanzu1,Aphelios,3.449.029,mid,Ship,Galio,3.662.976,jng,Gabi,Lee Sin,2.806.758,top,Xuanri,Renekton,351.33
63508134,LDL,0,29/06/2020 8:04,10.07,JingNetGame,Draven,Kalista,LeBlanc,Taric,Braum,1,LinGan e-Sports,Varus,Graves,Syndra,Lee Sin,Ekko,sup,yuWWuu,Thresh,1.247.791,bot,Yifan,Aphelios,5.724.386,mid,Novice,Irelia,5.792.471,jng,Bandao,Elise,4.006.874,top,Punk,Renekton,3.739.116,sup,Par,Tahm Kench,1.128.969,bot,yanzu1,Ashe,3.883.797,mid,Ship,Zoe,7.038.953,jng,Gabi,Trundle,1.956.792,top,Xuanri,Ornn,3.519.476
63498133,LDL,0,29/06/2020 8:05,10.07,V5 87,Renekton,Thresh,Graves,Twisted Fate,Wukong,1,Bilibili Gaming Junior,Varus,Sett,Nidalee,Nautilus,Taric,sup,poge,Alistar,1.913.456,bot,Ch1rry,Kalista,632.533,mid,ZBB,Galio,5.226.913,jng,XiaoYang,Trundle,2.137.731,top,Invincible,Camille,5.860.686,sup,Yuen,Leona,835.092,bot,bohe,Ashe,4.951.451,mid,Error,Azir,6.697.361,jng,Am2,Lee Sin,2.881.266,top,Alielie,Mordekaiser,8.235.884
63508136,LDL,0,29/06/2020 9:04,10.07,JingNetGame,Draven,Kalista,LeBlanc,Diana,Trundle,1,LinGan e-Sports,Graves,Syndra,Kennen,Sylas,Elise,sup,yuWWuu,Thresh,984.955,bot,Yifan,Aphelios,10.889.799,mid,Novice,Irelia,3.976.684,jng,Bandao,Gragas,3.396.061,top,Punk,Poppy,2.498.543,sup,Par,Taric,1.276.802,bot,yanzu1,Ashe,5.674.833,mid,Ship,Galio,4.440.095,jng,Gabi,Lee Sin,3.263.726,top,Xuanri,Renekton,3.647.499
63498137,LDL,0,29/06/2020 9:07,10.07,V5 87,Thresh,Graves,Renekton,Leona,Nautilus,1,Bilibili Gaming Junior,Varus,Sett,Kalista,Syndra,Mordekaiser,sup,poge,Senna,3.396.017,bot,Ch1rry,Wukong,1.740.256,mid,ZBB,Viktor,8.040.398,jng,XiaoYang,Trundle,120.825,top,Pidgey,Ornn,2.162.162,sup,Yuen,Taric,889.331,bot,bohe,Aphelios,5.327.169,mid,qingcheng,Pantheon,2.530.868,jng,Am2,Nidalee,4.605.405,top,Alielie,Kayle,665.889
63518139,LDL,0,29/06/2020 10:23,10.07,Joy Dream,Nocturne,Pantheon,Graves,Thresh,Fizz,0,LGD Gaming Young Team,LeBlanc,Varus,Yuumi,Ezreal,Miss Fortune,sup,Teeen,Braum,1.687.441,bot,Lpc,Ashe,5.085.725,mid,Ye,Syndra,6.847.114,jng,Yueyue,Rek'Sai,2.427.847,top,Humble,Renekton,4.779.641,sup,Alu,Rakan,1.810.296,bot,Fdy,Aphelios,7.476.833,mid,Xzz,Karma,3.929.719,jng,Kui,Trundle,2.346.178,top,Cult,Wukong,3.533.541
63528140,LDL,0,29/06/2020 10:23,10.07,Rogue Warriors Shark,Karma,Zoe,Ashe,Leona,Nautilus,0,LNG Academy,Varus,Syndra,Aphelios,Thresh,Sett,sup,Zhuangzhou,Braum,1.686.524,bot,linger,Kalista,3.494.853,mid,HwQ,LeBlanc,5.126.894,jng,Xhy,Lee Sin,1.362.753,top,BoWen,Ornn,3.142.626,sup,Xuan,Alistar,1.784.037,bot,Picachu,Kai'Sa,5.875.072,mid,Akaman,Lissandra,3.955.003,jng,elves,Graves,4.810.064,top,Decade,Volibear,3.690.226
63528141,LDL,0,29/06/2020 11:12,10.07,Rogue Warriors Shark,Karma,Graves,Nidalee,LeBlanc,Jax,1,LNG Academy,Varus,Syndra,Trundle,Ornn,Fizz,sup,Zhuangzhou,Thresh,1.170.512,bot,linger,Aphelios,4.996.587,mid,HwQ,Twisted Fate,3.531.604,jng,Xhy,Rek'Sai,4.391.672,top,BoWen,Akali,6.543.481,sup,Xuan,Leona,1.090.239,bot,Picachu,Ashe,2.444.642,mid,Akaman,Galio,2.513.447,jng,elves,Lee Sin,2.458.976,top,Decade,Mordekaiser,4.064.846
63518142,LDL,0,29/06/2020 11:29,10.07,LGD Gaming Young Team,LeBlanc,Yuumi,Syndra,Twisted Fate,Orianna,0,Joy Dream,Nocturne,Nidalee,Varus,Ezreal,Ashe,sup,Alu,Nautilus,1.848.686,bot,Fdy,Kai'Sa,4.921.715,mid,Xzz,Karma,3.276.349,jng,Kui,Graves,3.030.429,top,Cult,Wukong,5.497.372,sup,Teeen,Thresh,1.087.967,bot,Lpc,Aphelios,6.126.418,mid,Ye,Diana,5.257.261,jng,Yueyue,Rek'Sai,1.847.856,top,Humble,Renekton,4.666.943
63528144,LDL,0,29/06/2020 11:57,10.07,Rogue Warriors Shark,Karma,Nidalee,Graves,Lee Sin,Mordekaiser,1,LNG Academy,Varus,Syndra,Aphelios,Galio,Twisted Fate,sup,Zhuangzhou,Thresh,168.677,bot,linger,Kalista,6.037.444,mid,HwQ,Viktor,9.154.568,jng,Xhy,Trundle,1.791.313,top,BoWen,Wukong,4.510.334,sup,Xuan,Yuumi,228.018,bot,Picachu,Ezreal,8.045.632,mid,Akaman,LeBlanc,4.747.878,jng,elves,Olaf,2.282.576,top,Decade,Jax,3.663.804
63518146,LDL,0,29/06/2020 12:36,10.07,Joy Dream,Nocturne,Pantheon,Renekton,Taric,Nautilus,1,LGD Gaming Young Team,LeBlanc,Yuumi,Varus,Syndra,Twisted Fate,sup,Teeen,Thresh,1.062.406,bot,Lpc,Aphelios,4.582.331,mid,Ye,Orianna,6.338.346,jng,Yueyue,Rek'Sai,176.25,top,Humble,Mordekaiser,3.701.222,sup,Alu,Sett,699.248,bot,Fdy,Kalista,1.418.233,mid,Xzz,Karma,1.527.068,jng,Flora,Kindred,924.812,top,Cult,Fiora,4.981.297
63538153,LDL,0,01/07/2020 5:12,10.07,Royal Club,Nidalee,Ekko,Pantheon,Karthus,Yuumi,0,eStar Young,Trundle,Varus,Graves,Galio,LeBlanc,sup,Bunny,Thresh,1.457.616,bot,SR99,Aphelios,4.720.199,mid,Yuekai,Corki,5.526.821,jng,Aria,Jarvan IV,1.261.589,top,Xiaoxu,Jax,3.438.079,sup,Laofei,Nautilus,1.140.066,bot,rat,Ezreal,602.053,mid,irma,Sett,2.268.874,jng,Bo,Shyvana,6.025.497,top,Spunk,Olaf,3.275.497
63538154,LDL,0,01/07/2020 6:06,10.07,Royal Club,Nidalee,Olaf,Pantheon,Yuumi,Wukong,0,eStar Young,Trundle,Graves,Varus,Lee Sin,Rek'Sai,sup,Bunny,Sett,1.863.087,bot,SR99,Aphelios,5.773.105,mid,Yuekai,Zoe,6.339.801,jng,lovely,Kindred,3.397.473,top,Xiaoxu,Volibear,6.706.408,sup,Laofei,Nautilus,1.930.235,bot,rat,Ezreal,9.557.491,mid,irma,Renekton,6.274.278,jng,Bo,Ekko,7.390.072,top,Spunk,Poppy,5.917.148
63558156,LDL,0,01/07/2020 7:08,10.07,All Combo,Ziggs,Renekton,Zoe,Volibear,Jayce,1,Oh My Dream,Wukong,Ekko,Graves,Jax,Ornn,sup,L1n,Karma,1.667.717,bot,Chase,Varus,7.522.205,mid,Try9,LeBlanc,4.647.874,jng,xiaohao,Trundle,2.673.701,top,jkw,Mordekaiser,2.512.441,sup,Bafang,Sett,2.699.213,bot,Eric,Ezreal,4.715.276,mid,Bright,Syndra,3.420.157,jng,Lixiao,Nidalee,2.742.677,top,Tts,Aatrox,2.421.102
63548155,LDL,0,01/07/2020 7:33,10.07,Bilibili Gaming Junior,Ekko,Pantheon,Sett,Lucian,Nocturne,0,Dominus Esports Young,Nidalee,Twisted Fate,Varus,Aphelios,Senna,sup,Yuen,Nautilus,982.786,bot,bohe,Kai'Sa,161.866,mid,Error,Galio,2.313.666,jng,Am2,Lee Sin,1.153.482,top,Alielie,Renekton,2.997.635,sup,Mitsuki,Thresh,128.594,bot,Helper,Kalista,3.806.965,mid,Hanlan,Syndra,4.402.628,jng,xiaohuangren,Sylas,2.903.022,top,melody,Poppy,4.836.662
63558157,LDL,0,01/07/2020 8:01,10.07,Oh My Dream,Wukong,Ekko,Graves,Kai'Sa,Varus,1,All Combo,Ziggs,Renekton,Trundle,Aatrox,Volibear,sup,Bafang,Sett,250.732,bot,Eric,Ezreal,781.989,mid,Crime,Corki,6.819.613,jng,Lixiao,Rek'Sai,206.768,top,Tts,Poppy,5.222.652,sup,L1n,Karma,1.810.359,bot,Chase,Sivir,4.378.591,mid,Try9,Galio,361.989,jng,xiaohao,Lee Sin,1.757.735,top,jkw,Jax,2.005.939
63548160,LDL,0,01/07/2020 8:20,10.07,Dominus Esports Young,Nidalee,Twisted Fate,Aphelios,Trundle,Olaf,1,Bilibili Gaming Junior,Varus,Sett,Ekko,Sylas,Karthus,sup,Mitsuki,Nautilus,1.267.878,bot,Helper,Kalista,2.936.342,mid,Hanlan,Syndra,5.638.804,jng,xiaohuangren,Kha'Zix,6.198.007,top,melody,Volibear,3.516.647,sup,Yuen,Thresh,1.101.876,bot,bohe,Ashe,4.397.655,mid,Error,Zoe,4.043.494,jng,Am2,Lee Sin,2.513.247,top,Alielie,Renekton,317.585
63558159,LDL,0,01/07/2020 8:46,10.07,All Combo,Ziggs,Renekton,Sett,Syndra,Akali,1,Oh My Dream,Wukong,Ekko,Graves,Galio,Fiddlesticks,sup,L1n,Thresh,1.316.622,bot,Chase,Aphelios,8.005.245,mid,Try9,Lissandra,4.424.219,jng,xiaohao,Trundle,3.141.843,top,jkw,Aatrox,3.553.953,sup,Bafang,Nautilus,1.523.255,bot,Eric,Ezreal,12.367.451,mid,Crime,LeBlanc,4.688.238,jng,Lixiao,Lee Sin,2.010.336,top,Tts,Mordekaiser,5.651.061
63568161,LDL,0,01/07/2020 9:23,10.07,LNG Academy,Nidalee,Ekko,Kindred,Karma,Yuumi,0,Invictus Gaming Young,Varus,Kalista,Aphelios,LeBlanc,Zoe,sup,Xuan,Nautilus,1.329.756,bot,Picachu,Kai'Sa,1.402.927,mid,Akaman,Galio,1.880.325,jng,elves,Graves,443.122,top,Decade,Volibear,1.793.171,sup,Lucas,Leona,99.187,bot,Snow,Ezreal,7.347.642,mid,Captain,Syndra,727.122,jng,XUN,Trundle,1.455.285,top,zs,Renekton,2.935.935
63578165,LDL,0,01/07/2020 10:12,10.07,Top Esports Challenger,Zoe,Karma,Syndra,Renekton,Pantheon,1,WanZhen Esports Club,Varus,Nocturne,Talon,Lee Sin,Rek'Sai,sup,xiaohai,Thresh,854.109,bot,Photic,Aphelios,5.382.933,mid,tanghulu,Ekko,4.059.292,jng,AKi,Trundle,1.339.191,top,AK,Sion,3.120.607,sup,1874,Nautilus,281.795,bot,unknown player,Ezreal,3.076.233,mid,Zhang,Sett,2.764.096,jng,lelebbi,Nidalee,310.354,top,Clowz,Aatrox,1.372.946
63568164,LDL,0,01/07/2020 10:14,10.07,Invictus Gaming Young,Kalista,Karma,Thresh,Lee Sin,Olaf,1,LNG Academy,Varus,Nidalee,Graves,Wukong,Bard,sup,Lucas,Nautilus,1.206.032,bot,Snow,Ezreal,6.684.455,mid,Captain,Jayce,602.181,jng,XUN,Ekko,5.316.009,top,zs,Renekton,4.001.392,sup,Xuan,Leona,555.916,bot,Picachu,Aphelios,4.794.432,mid,Akaman,Syndra,2.968.445,jng,elves,Trundle,1.623.202,top,Decade,Volibear,2.956.845
63578166,LDL,0,01/07/2020 11:00,10.07,Top Esports Challenger,Zoe,Karma,Syndra,Kalista,Ashe,1,WanZhen Esports Club,Varus,Nocturne,Talon,Thresh,Qiyana,sup,xiaohai,Leona,1.420.968,bot,Photic,Aphelios,6.060.215,mid,tanghulu,Sett,352.5,jng,AKi,Nidalee,8.087.366,top,AK,Volibear,4.794.355,sup,1874,Nautilus,838.978,bot,Mine,Ezreal,5.381.452,mid,Zhang,Gangplank,7.763.978,jng,lelebbi,Taliyah,5.077.151,top,Clowz,Renekton,361.586
63588169,LDL,0,02/07/2020 5:13,10.07,Joy Dream,Nunu & Willump,Kalista,Leona,Nautilus,Gangplank,1,Young Miracles,Varus,Aphelios,Yuumi,Rek'Sai,Lee Sin,sup,Teeen,Bard,1.478.921,bot,Lpc,Ezreal,7.302.953,mid,Ye,LeBlanc,5.893.992,jng,Yueyue,Trundle,1.311.507,top,Humble,Renekton,2.722.607,sup,Ke,Thresh,585.947,bot,xing,Kai'Sa,3.561.813,mid,badboy,Zoe,4.357.943,jng,Famingjia,Sett,2.066.701,top,September,Ornn,2.898.574
63588170,LDL,0,02/07/2020 6:08,10.07,Young Miracles,Rek'Sai,LeBlanc,Ezreal,Lee Sin,Trundle,0,Joy Dream,Nunu & Willump,Kalista,Leona,Alistar,Thresh,sup,Ke,Lulu,1.124.904,bot,xing,Varus,2.696.534,mid,badboy,Sett,3.938.126,jng,Famingjia,Ekko,2.614.121,top,September,Gangplank,365.122,sup,Teeen,Yuumi,3.082.028,bot,Lpc,Sivir,711.335,mid,Ye,Renekton,442.991,jng,Yueyue,Olaf,3.746.341,top,Humble,Vladimir,720.154
63608171,LDL,0,02/07/2020 7:08,10.07,Shu Dai Xiong Gaming,Mordekaiser,LeBlanc,Thresh,Nautilus,Poppy,1,JingNetGame,Senna,Sett,Renekton,Yuumi,Bard,sup,Shadow,Pantheon,5.054.237,bot,Kepler,Ezreal,6.281.651,mid,Duye,Zoe,448.563,jng,Yanxiang,Graves,3.424.466,top,M1kuya,Wukong,4.689.904,sup,yuWWuu,Galio,2.491.525,bot,Yifan,Aphelios,3.731.761,mid,Novice,Syndra,6.568.165,jng,Bandao,Lee Sin,1.781.872,top,Punk,Ornn,2.198.379
63598172,LDL,0,02/07/2020 7:10,10.07,Suning-S,Karma,Senna,Syndra,Camille,Azir,1,V5 87,Varus,Renekton,Nidalee,Aphelios,Draven,sup,Cruel,Braum,1.329.383,bot,Assum,Ashe,5.892.242,mid,forse,Sett,2.952.352,jng,Maggie,Ekko,644.496,top,Lilac,Jayce,7.981.796,sup,poge,Thresh,2.713.378,bot,Ch1rry,Kalista,304.215,mid,ZBB,Galio,7.075.748,jng,XiaoYang,Trundle,2.362.248,top,Invincible,Irelia,3.433.965
63608174,LDL,0,02/07/2020 7:56,10.07,JingNetGame,Senna,Sett,Zoe,Galio,Twisted Fate,0,Shu Dai Xiong Gaming,Mordekaiser,LeBlanc,Thresh,Nautilus,Poppy,sup,yuWWuu,Rakan,1.227.019,bot,Yifan,Varus,5.757.684,mid,Novice,Syndra,3.734.668,jng,Bandao,Lee Sin,2.133.238,top,Punk,Renekton,2.716.512,sup,Shadow,Bard,249.178,bot,Kepler,Ezreal,4.349.678,mid,Duye,Ekko,4.052.466,jng,Yanxiang,Graves,4.117.227,top,M1kuya,Ornn,382.559
63598173,LDL,0,02/07/2020 7:58,10.07,Suning-S,Karma,Senna,Syndra,Camille,Azir,1,V5 87,Varus,Nidalee,Renekton,Aphelios,Draven,sup,Cruel,Bard,2.391.778,bot,Assum,Ashe,13.029.679,mid,forse,Sett,374.072,jng,Maggie,Ekko,6.536.335,top,Lilac,Aatrox,4.225.137,sup,poge,Thresh,1.963.273,bot,Ch1rry,Kalista,7.222.788,mid,ZBB,Galio,503.798,jng,XiaoYang,Trundle,2.126.312,top,Invincible,Fiora,10.283.399
63628175,LDL,0,02/07/2020 8:57,10.07,Rogue Warriors Shark,Nocturne,Renekton,Karma,Neeko,Wukong,0,LGD Gaming Young Team,Yuumi,Thresh,Varus,Ornn,Mordekaiser,sup,Zhuangzhou,Leona,955.566,bot,linger,Aphelios,6.814.503,mid,HwQ,LeBlanc,6.394.919,jng,Xhy,Rek'Sai,1.130.716,top,BoWen,Volibear,3.870.762,sup,L7,Nautilus,1.944.111,bot,Fdy,Ashe,6.341.432,mid,Xzz,Rumble,6.433.718,jng,Kui,Lee Sin,3.636.028,top,Cult,Gnar,4.926.097
63618178,LDL,0,02/07/2020 9:32,10.07,optical spectrum E-sports,Kalista,LeBlanc,Diana,Gangplank,Aatrox,0,Vici Gaming Potential,Kled,Ekko,Varus,Yuumi,Karma,sup,Pudding,Leona,1.056.073,bot,Cherub,Ezreal,3.575.347,mid,Wood,Sylas,3.866.465,jng,Cheats,Rek'Sai,173.003,top,Kahom,Renekton,3.966.526,sup,Jerry,Nautilus,1.750.695,bot,Ahn,Kai'Sa,7.812.689,mid,Strive,Sett,4.459.577,jng,Noble,Nidalee,489.136,top,Zdz,Volibear,2.728.097
63628180,LDL,0,02/07/2020 9:56,10.07,LGD Gaming Young Team,Yuumi,Thresh,Syndra,LeBlanc,Ornn,0,Rogue Warriors Shark,Nocturne,Renekton,Karma,Alistar,Mordekaiser,sup,L7,Leona,839.578,bot,Fdy,Varus,5.478.892,mid,Xzz,Pantheon,2.910.554,jng,Flora,Nidalee,4.751.187,top,Cult,Malphite,4.864.908,sup,Zhuangzhou,Sett,1.137.731,bot,linger,Kalista,2.867.546,mid,HwQ,Sylas,6.615.303,jng,Xhy,Rek'Sai,1.459.894,top,BoWen,Wukong,324.248
63618179,LDL,0,02/07/2020 10:20,10.07,optical spectrum E-sports,Kalista,LeBlanc,Nidalee,Elise,Thresh,0,Vici Gaming Potential,Kled,Ekko,Varus,Yuumi,Rek'Sai,sup,Pudding,Bard,1.364.337,bot,Cherub,Ezreal,5.486.331,mid,Wood,Vladimir,7.337.821,jng,Cheats,Jarvan IV,1.611.614,top,Kahom,Renekton,346.742,sup,Jerry,Sett,2.695.067,bot,Ahn,Aphelios,5.099.383,mid,Strive,Kassadin,760.483,jng,Noble,Kindred,3.421.172,top,Zdz,Gangplank,6.586.125
63628182,LDL,0,02/07/2020 10:54,10.07,Rogue Warriors Shark,Nocturne,Renekton,Karma,Sett,Mordekaiser,1,LGD Gaming Young Team,Yuumi,Thresh,Varus,Syndra,LeBlanc,sup,Zhuangzhou,Nautilus,1.689.355,bot,linger,Aphelios,5.653.548,mid,HwQ,Viktor,7.774.516,jng,Xhy,Rek'Sai,229.871,top,BoWen,Ornn,4.342.258,sup,L7,Alistar,1.508.065,bot,Fdy,Kai'Sa,3.617.097,mid,Xzz,Pantheon,3.326.452,jng,Flora,Nidalee,5.124.194,top,Cult,Wukong,4.064.516
63638186,LDL,0,03/07/2020 5:11,10.07,Legend Esport Gaming,Draven,Wukong,Varus,LeBlanc,Syndra,1,LinGan e-Sports,Yasuo,Thresh,Graves,Ashe,Ezreal,sup,Mo,Morgana,2.486.673,bot,Able,Caitlyn,6.071.414,mid,Xiaochao,Zoe,5.967.955,jng,Ben4,Nidalee,4.197.558,top,Andy,Renekton,4.265.921,sup,Par,Bard,1.152.391,bot,yanzu1,Aphelios,7.658.393,mid,Ship,Twisted Fate,4.074.262,jng,Gabi,Lee Sin,3.109.257,top,Xuanri,Ornn,2.855.646
63638187,LDL,0,03/07/2020 6:05,10.07,Legend Esport Gaming,Draven,Wukong,Varus,Yuumi,LeBlanc,0,LinGan e-Sports,Thresh,Morgana,Graves,Karma,Syndra,sup,Mo,Taric,355.582,bot,Able,Aphelios,5.902.233,mid,Xiaochao,Renekton,1.592.879,jng,Ben4,Nidalee,4.865.178,top,Andy,Yasuo,2.247.194,sup,Par,Bard,1.683.042,bot,yanzu1,Ezreal,6.254.919,mid,Ship,Zoe,5.752.686,jng,Gabi,Lee Sin,3.441.038,top,Xuanri,Ornn,4.466.506
63638188,LDL,0,03/07/2020 6:53,10.07,Legend Esport Gaming,Draven,Wukong,Varus,LeBlanc,Syndra,1,LinGan e-Sports,Thresh,Morgana,Graves,Karma,Taric,sup,Mo,Yuumi,2.028.282,bot,Able,Ezreal,5.143.252,mid,Xiaochao,Zoe,7.652.695,jng,Ben4,Olaf,3.664.394,top,Andy,Renekton,2.265.684,sup,Par,Bard,876.094,bot,yanzu1,Aphelios,2.051.773,mid,Ship,Orianna,2.910.732,jng,Gabi,Lee Sin,2.175.035,top,Xuanri,Ornn,2.528.512
63658189,LDL,0,03/07/2020 7:08,10.07,Royal Club,Nidalee,Lee Sin,Sett,Bard,Nautilus,1,Victorious Gaming,Trundle,Wukong,Varus,Jayce,Aatrox,sup,Bunny,Thresh,1.220.201,bot,SR99,Aphelios,6.587.932,mid,Yuekai,Ekko,7.108.439,jng,Aria,Jarvan IV,1.674.071,top,Xiaoxu,Renekton,4.671.972,sup,1dt,Braum,1.600.875,bot,Wuxx,Ezreal,7.644.687,mid,poet,Syndra,6.434.456,jng,Bun,Graves,4.228.596,top,Recall,Camille,6.325.055
63648193,LDL,0,03/07/2020 8:09,10.07,FunPlus Phoenix Blaze,Pyke,Zoe,Sett,Ezreal,Aphelios,1,Oh My Dream,Graves,Lee Sin,Nidalee,Kalista,Varus,sup,Shenyi,Thresh,1.098.068,bot,River,Jinx,5.358.068,mid,Insulator,Rumble,6.090.682,jng,Youxin,Kindred,3.209.659,top,xiao7,Renekton,2.965.909,sup,Bafang,Nautilus,1.967.386,bot,Eric,Ashe,4.253.523,mid,Bright,Syndra,5.322.273,jng,Mori,Trundle,1.220.455,top,Tts,Ornn,3.556.705
63658191,LDL,0,03/07/2020 8:10,10.07,Victorious Gaming,Thresh,Wukong,Renekton,Ekko,Orianna,0,Royal Club,Nidalee,Varus,Sett,Camille,LeBlanc,sup,1dt,Karma,2.352.927,bot,Wuxx,Ezreal,4.583.464,mid,poet,Azir,3.619.553,jng,Bun,Trundle,1.566.445,top,Recall,Mordekaiser,4.456.367,sup,Bunny,Nautilus,2.633.193,bot,SR99,Aphelios,7.860.833,mid,Yuekai,Syndra,8.584.671,jng,Aria,Jarvan IV,2.075.196,top,Xiaoxu,Aatrox,4.329.994
63648194,LDL,0,03/07/2020 9:02,10.07,Oh My Dream,Graves,Nidalee,LeBlanc,Rumble,Elise,0,FunPlus Phoenix Blaze,Sett,Zoe,Yuumi,Sylas,Syndra,sup,Bafang,Tahm Kench,2.366.146,bot,Eric,Sivir,6.644.658,mid,Bright,Karma,4.608.764,jng,Lixiao,Trundle,1.807.923,top,Tts,Wukong,2.495.798,sup,Shenyi,Alistar,2.253.061,bot,River,Varus,6.545.618,mid,Insulator,Orianna,6.769.988,jng,Youxin,Lee Sin,297.551,top,xiao7,Renekton,3.334.934
63678195,LDL,0,03/07/2020 9:20,10.07,Dominus Esports Young,Zoe,LeBlanc,Ezreal,Syndra,Diana,1,Team WE Academy,Ekko,Varus,Kalista,Nautilus,Blitzcrank,sup,Mitsuki,Tahm Kench,682.771,bot,Helper,Aphelios,6.211.368,mid,Hanlan,Sett,195.595,jng,xiaohuangren,Karthus,6.303.375,top,melody,Mordekaiser,2.892.362,sup,Zhuo,Thresh,923.979,bot,Simple,Ashe,3.654.707,mid,Yimeng,Orianna,3.814.565,jng,Magic,Trundle,1.893.073,top,Coten,Volibear,2.739.254
63668198,LDL,0,03/07/2020 10:08,10.07,LNG Academy,Jayce,Thresh,Elise,Renekton,Karma,0,EDG Youth Team,Varus,Kalista,Aphelios,Galio,Zoe,sup,Xuan,Leona,1.387.892,bot,Picachu,Kai'Sa,8.881.098,mid,Akaman,LeBlanc,5.823.345,jng,elves,Graves,7.033.275,top,Decade,Jax,2.710.192,sup,Cygood,Nautilus,1.808.362,bot,GENTLE,Ezreal,10.620.993,mid,909,Sett,4.822.474,jng,EMit,Ekko,3.654.355,top,Sleepy,Volibear,3.360.105
63678202,LDL,0,03/07/2020 10:11,10.07,Team WE Academy,Ekko,Karthus,Kalista,Sylas,Kha'Zix,1,Dominus Esports Young,Zoe,LeBlanc,Olaf,Renekton,Aatrox,sup,Zhuo,Alistar,1.938.889,bot,Simple,Varus,4.474.183,mid,Yimeng,Karma,3.580.719,jng,Magic,Graves,484.085,top,Coten,Mordekaiser,4.211.765,sup,Mitsuki,Yuumi,2.314.052,bot,Helper,Sivir,4.537.908,mid,Hanlan,Galio,1.990.196,jng,xiaohuangren,Lee Sin,1.790.523,top,melody,Sett,363.268
63678197,LDL,0,03/07/2020 11:03,10.07,Dominus Esports Young,Zoe,LeBlanc,Karma,Kai'Sa,Aphelios,1,Team WE Academy,Karthus,Ekko,Varus,Ezreal,Ashe,sup,Mitsuki,Thresh,1.131.366,bot,Kane,Kalista,3.768.323,mid,Hanlan,Syndra,5.184.472,jng,xiaohuangren,Kha'Zix,5.687.578,top,Dawn,Wukong,3.909.627,sup,Zhuo,Nautilus,1.126.398,bot,Simple,Miss Fortune,3.574.224,mid,Yimeng,Galio,2.844.099,jng,Magic,Graves,3.523.292,top,Coten,Mordekaiser,3.121.429
63668199,LDL,0,03/07/2020 11:08,10.07,LNG Academy,Jayce,Thresh,Ornn,Lee Sin,Elise,0,EDG Youth Team,Varus,Kalista,Aphelios,Pantheon,Twisted Fate,sup,Xuan,Braum,631.957,bot,Picachu,Ezreal,3.464.632,mid,Akaman,LeBlanc,4.446.679,jng,elves,Nidalee,302.298,top,Decade,Renekton,3.968.043,sup,Cygood,Leona,1.105.925,bot,GENTLE,Ashe,2.823.698,mid,909,Kassadin,9.847.756,jng,EMit,Graves,2.490.126,top,Sleepy,Aatrox,4.006.463
63688203,LDL,0,04/07/2020 5:11,10.07,Joy Dream,Ekko,Wukong,Graves,Galio,Jax,1,All Combo,Varus,Renekton,LeBlanc,Syndra,Ornn,sup,Teeen,Nautilus,1.157.009,bot,Lpc,Aphelios,2.801.869,mid,Ye,Sylas,5.224.299,jng,Yueyue,Lee Sin,196.785,top,Humble,Aatrox,5.024.673,sup,L1n,Thresh,484.486,bot,Chase,Ashe,225.757,mid,Try9,Rumble,2.819.065,jng,xiaohao,Olaf,1.896.822,top,jkw,Mordekaiser,3.383.925
63688204,LDL,0,04/07/2020 6:00,10.07,All Combo,Renekton,Thresh,Yuumi,Karma,Bard,0,Joy Dream,Ekko,Aphelios,Varus,Nautilus,Sett,sup,L1n,Braum,111.726,bot,Chase,Kai'Sa,5.995.996,mid,Try9,LeBlanc,4.040.125,jng,xiaohao,Trundle,1.822.954,top,jkw,Wukong,2.549.733,sup,Teeen,Leona,957.918,bot,Lpc,Ezreal,9.382.206,mid,Ye,Lissandra,4.201.601,jng,Yueyue,Lee Sin,2.184.875,top,Humble,Mordekaiser,5.686.655
