gameId,league,playoffs,date,10.01,t1_playerid,t1_ban1,t1_ban2,t1_ban3,t1_ban4,t1_ban5,t1_result,t2_playerid,t2_ban1,t2_ban2,t2_ban3,t2_ban4,t2_ban5,t1p1_position,t1p1_player,t1p1_champion,t1p1_dpm,t1p2_position,t1p2_player,t1p2_champion,t1p2_dpm,t1p3_position,t1p3_player,t1p3_champion,t1p3_dpm,t1p4_position,t1p4_player,t1p4_champion,t1p4_dpm,t1p5_position,t1p5_player,t1p5_champion,t1p5_dpm,t2p1_position,t2p1_player,t2p1_champion,t2p1_dpm,t2p2_position,t2p2_player,t2p2_champion,t2p2_dpm,t2p3_position,t2p3_player,t2p3_champion,t2p3_dpm,t2p4_position,t2p4_player,t2p4_champion,t2p4_dpm,t2p5_position,t2p5_player,t2p5_champion,t2p5_dpm
1220015,EM,0,07/05/2020 17:44,10.04,K1ck Neosurf,Kalista,Syndra,LeBlanc,Lucian,Tristana,1,GamersOrigin,Thresh,Ornn,Varus,Yuumi,Renekton,sup,Raxxo,Bard,1.580.717,bot,Puki Style,Ezreal,4.381.278,mid,Matislaw,Zoe,4.513.117,jng,Shlatan,Trundle,2.655.269,top,iBo,Aatrox,3.369.283,sup,HustlinbeasT,Sett,2.218.386,bot,SMILEY,Miss Fortune,3.208.184,mid,toucouille,Orianna,4.549.439,jng,bluerzor,Karthus,2.922.646,top,Shemek,Poppy,1.715.919
1230025,EM,0,09/05/2020 15:45,10.04,LDLC OL,Thresh,Syndra,Sett,Ivern,Renekton,0,AGO ROGUE,Zoe,LeBlanc,Graves,Gangplank,Ornn,sup,YellOwStaR,Yuumi,2.130.798,bot,Hades,Miss Fortune,4.065.399,mid,Vetheo,Sylas,2.762.738,jng,TynX,Trundle,2.370.668,top,Bando,Aatrox,6.086.366,sup,Mystiques,Bard,2.274.199,bot,Woolite,Ezreal,6.293.971,mid,Czekolad,Cassiopeia,9.029.658,jng,Zanzarah,Jarvan IV,1.846.931,top,Szygenda,Akali,4.708.093
1230026,EM,0,09/05/2020 16:08,10.04,LDLC OL,Thresh,Syndra,Sett,Yuumi,Sejuani,1,AGO ROGUE,Zoe,LeBlanc,Graves,Lulu,Bard,sup,YellOwStaR,Braum,1.669.863,bot,Hades,Yasuo,623.379,mid,Vetheo,Cassiopeia,1.778.082,jng,TynX,Trundle,3.347.489,top,Bando,Ornn,4.147.489,sup,Mystiques,Rakan,1.568.493,bot,Woolite,Ezreal,3.405.936,mid,Czekolad,Akali,5.277.626,jng,Zanzarah,Rek'Sai,1.080.822,top,Szygenda,Renekton,2.431.507
1230032,EM,0,09/05/2020 17:26,10.04,LDLC OL,Thresh,Syndra,Sett,Cassiopeia,Azir,1,AGO ROGUE,Zoe,LeBlanc,Trundle,Mordekaiser,Sylas,sup,YellOwStaR,Braum,1.988.737,bot,Hades,Varus,7.035.312,mid,Vetheo,Akali,3.189.346,jng,TynX,Graves,581.796,top,Bando,Maokai,5.362.861,sup,Mystiques,Bard,1.495.282,bot,Woolite,Ezreal,8.294.064,mid,Czekolad,Orianna,4.160.426,jng,Zanzarah,Jarvan IV,1.049.619,top,Szygenda,Ornn,3.228.919
1230033,EM,0,09/05/2020 18:01,10.04,Movistar Riders,Gragas,Zoe,Thresh,Bard,Braum,0,K1ck Neosurf,Kalista,Syndra,Varus,Miss Fortune,Maokai,sup,Rhuckz,Sett,2.912.344,bot,JaVaaa,Cassiopeia,3.920.388,mid,Xico,Lissandra,5.616.921,jng,Elyoya,Graves,3.830.236,top,beansu,Sion,4.145.354,sup,Raxxo,Morgana,3.285.992,bot,Puki Style,Aphelios,10.809.431,mid,Matislaw,LeBlanc,9.200.832,jng,Shlatan,Lee Sin,4.382.802,top,iBo,Ornn,5.975.589
1230034,EM,0,09/05/2020 19:05,10.04,K1ck Neosurf,Kalista,Cassiopeia,Graves,Maokai,Renekton,1,Movistar Riders,Zoe,LeBlanc,Thresh,Gragas,Jarvan IV,sup,Raxxo,Braum,2.062.658,bot,Puki Style,Varus,8.577.871,mid,Matislaw,Corki,705.893,jng,Shlatan,Lee Sin,2.828.984,top,iBo,Ornn,4.288.755,sup,Rhuckz,Zilean,1.400.241,bot,JaVaaa,Miss Fortune,2.845.941,mid,Xico,Syndra,5.419.483,jng,Elyoya,Trundle,1.085.628,top,beansu,Sion,3.315.334
1230039,EM,0,10/05/2020 15:39,10.04,LDLC OL,Thresh,Ornn,Aphelios,Renekton,Aatrox,1,K1ck Neosurf,Varus,Graves,Zoe,Yuumi,Maokai,sup,YellOwStaR,Bard,1.180.019,bot,Hades,Ezreal,6.650.786,mid,Vetheo,LeBlanc,4.503.053,jng,TynX,Trundle,3.218.686,top,Bando,Sett,3.760.407,sup,Raxxo,Braum,1.491.119,bot,Puki Style,Miss Fortune,4.311.841,mid,Matislaw,Corki,8.670.028,jng,Shlatan,Lee Sin,1.416.189,top,iBo,Mordekaiser,7.269.935
1230041,EM,0,10/05/2020 16:17,10.04,LDLC OL,Thresh,Ornn,Aphelios,Renekton,Maokai,1,K1ck Neosurf,Graves,Varus,Zoe,Yuumi,Karma,sup,YellOwStaR,Bard,1.825.897,bot,Hades,Ezreal,8.156.741,mid,Vetheo,LeBlanc,7.311.445,jng,TynX,Lee Sin,2.555.674,top,Bando,Gangplank,5.009.796,sup,Raxxo,Nautilus,1.765.373,bot,Puki Style,Miss Fortune,5.611.833,mid,Matislaw,Corki,6.957.905,jng,Shlatan,Trundle,1.714.452,top,iBo,Aatrox,6.249.661
1230042,EM,0,10/05/2020 17:13,10.04,LDLC OL,Thresh,Ornn,Corki,Aatrox,Mordekaiser,1,K1ck Neosurf,Graves,Varus,Ezreal,Bard,Yuumi,sup,YellOwStaR,Braum,2.122.766,bot,Hades,Miss Fortune,872.656,mid,Vetheo,Zoe,10.152.698,jng,TynX,Rek'Sai,3.872.428,top,Bando,Cho'Gath,6.284.823,sup,Raxxo,Morgana,3.735.582,bot,Puki Style,Aphelios,13.531.619,mid,Matislaw,LeBlanc,6.709.022,jng,Shlatan,Lee Sin,1.158.263,top,iBo,Maokai,6.282.293
1310172,EM,0,17/08/2020 15:27,10.04,Iron Wolves,Karthus,Thresh,Karma,Nautilus,Gnar,0,SAMCLAN Esports Club,Caitlyn,Azir,Ashe,Camille,Irelia,sup,Xavieles,Leona,1.027.149,bot,Yashiro,Jhin,2.029.046,mid,Saulius,Azir,1.987.078,jng,AGENTAS,Volibear,1.615.056,top,Dethron,Camille,2.593.124,sup,Calmsky,Nautilus,3.169.295,bot,Gotzy,Ezreal,5.369.769,mid,Noma,Ziggs,842.952,jng,Travanques,Nidalee,246.971,top,F4rg,Shen,2.175.578
1320213,EM,0,17/08/2020 15:27,10.04,Iron Wolves,Lux,Zoe,Senna,Ornn,Morgana,0,SAMCLAN Esports Club,Caitlyn,Kalista,Jax,Gangplank,Thresh,sup,Xavieles,Leona,1.027.149,bot,Yashiro,Jhin,2.029.046,mid,Saulius,Azir,1.987.078,jng,AGENTAS,Volibear,1.615.056,top,Dethron,Camille,2.593.124,sup,Calmsky,Nautilus,3.169.295,bot,Gotzy,Ezreal,5.369.769,mid,Noma,Ziggs,842.952,jng,Travanques,Nidalee,246.971,top,F4rg,Shen,2.175.578
1310169,EM,0,17/08/2020 15:28,10.04,LDLC OL,Ashe,Lucian,Ezreal,Ekko,Tahm Kench,1,G2 Arctic,Zoe,LeBlanc,Caitlyn,Thresh,Nautilus,sup,YellOwStaR,Bard,1.620.741,bot,Exakick,Kalista,3.264.074,mid,Vetheo,Akali,1.697.778,jng,TynX,Shyvana,4.614.815,top,Bando,Gangplank,5.198.148,sup,Aesenar,Lux,1.802.593,bot,Supa,Senna,4.164.815,mid,FeeNiixZ,Syndra,4.938.519,jng,Nasser,Sejuani,2.215.556,top,Oscarinin,Neeko,3.733.704
1320217,EM,0,17/08/2020 15:36,10.04,7more7 Pompa Team,Veigar,Shen,Tristana,Syndra,Braum,0,Five Kings,Caitlyn,Sett,Lux,Thresh,Nautilus,sup,Pyrka,Taric,529.637,bot,defles,Kalista,399.633,mid,Czajek,Cassiopeia,827.507,jng,Bruness,Nidalee,2.145.592,top,Sinmivak,Renekton,3.143.359,sup,Pattarek,Galio,2.641.245,bot,Lakinther,Senna,4.928.041,mid,tibor,Taliyah,6.574.392,jng,Fokkus,Graves,4.941.205,top,Onyoz,Poppy,2.532.589
1310177,EM,0,17/08/2020 16:35,10.04,CR4ZY,Karthus,Lucian,Caitlyn,Kled,Yasuo,1,LowLandLions,Cho'Gath,Graves,Volibear,Camille,Rek'Sai,sup,Raxxo,Bard,2.746.503,bot,Plox,Senna,4.626.965,mid,Meight,Akali,4.280.461,jng,DoubleAiM,Sejuani,3.107.714,top,Gabbo,Sett,3.745.782,sup,QUICKTIMER,Blitzcrank,2.230.858,bot,Orre,Ezreal,4.683.634,mid,Raqo,Azir,2.793.223,jng,Hades,Lee Sin,150.757,top,Looca,Gragas,3.501.802
1310180,EM,0,17/08/2020 16:38,10.04,Racoon,Twisted Fate,Ornn,Miss Fortune,Zac,Rek'Sai,1,Sector One,Heimerdinger,Nocturne,Taliyah,Lucian,Jayce,sup,darkchri,Nautilus,1.260.241,bot,Rharesh,Senna,5.514.974,mid,Fresskowy,Orianna,5.760.413,jng,Ploxy,Kha'Zix,414.389,top,Deidara,Sett,3.737.349,sup,Saviour,Alistar,1.150.086,bot,Practice,Ashe,4.369.019,mid,Night,Azir,5.701.893,jng,dibu,Trundle,163.821,top,Phoenix,Neeko,5.261.274
1320221,EM,0,17/08/2020 16:38,10.04,Racoon,Ezreal,Caitlyn,Karma,Shen,Camille,1,Sector One,Taliyah,Nocturne,Renekton,Kindred,Akali,sup,darkchri,Nautilus,1.260.241,bot,Rharesh,Senna,5.514.974,mid,Fresskowy,Orianna,5.760.413,jng,Ploxy,Kha'Zix,414.389,top,Deidara,Sett,3.737.349,sup,Saviour,Alistar,1.150.086,bot,Practice,Ashe,4.369.019,mid,Night,Azir,5.701.893,jng,dibu,Trundle,163.821,top,Phoenix,Neeko,5.261.274
1320222,EM,0,17/08/2020 16:55,10.04,SINNERS Esports,Cassiopeia,Irelia,Kha'Zix,Shen,Camille,0,Intrepid Fox Gaming,Lux,Caitlyn,Elise,Volibear,Nidalee,sup,Vasked,Nautilus,2.677.122,bot,PiOk,Senna,8.279.353,mid,Ordno,Syndra,11.984.676,jng,Wysek,Lee Sin,3.561.583,top,Zvene,Ornn,5.937.194,sup,Kyouma,Thresh,2.725.036,bot,Gagai,Ashe,8.514.173,mid,Pun1sher,Sylas,4.504.748,jng,LeBron,Trundle,2.720.504,top,Bako,Renekton,583.036
1310182,EM,0,17/08/2020 17:20,10.04,LowLandLions,Zoe,LeBlanc,Graves,Aatrox,Mordekaiser,0,LDLC OL,Caitlyn,Bard,Karthus,Gragas,Yuumi,sup,QUICKTIMER,Alistar,2.745.937,bot,Orre,Lucian,7.787.728,mid,Raqo,Syndra,5.795.025,jng,Hades,Sett,4.849.751,top,Looca,Sion,3.711.111,sup,YellOwStaR,Thresh,2.514.428,bot,Exakick,Kalista,5.661.028,mid,Vetheo,Akali,10.487.894,jng,TynX,Lee Sin,7.667.662,top,Bando,Lillia,9.478.939
1310183,EM,0,17/08/2020 17:28,10.04,Racoon,Irelia,Sona,Camille,Pantheon,Wukong,1,Iron Wolves,Volibear,Caitlyn,Miss Fortune,Nautilus,Yuumi,sup,darkchri,Nautilus,1.319.268,bot,Rharesh,Taliyah,4.020.052,mid,Fresskowy,Akali,4.667.916,jng,Ploxy,Lee Sin,4.036.007,top,Deidara,Urgot,4.573.496,sup,Xavieles,Leona,1.384.133,bot,Yashiro,Senna,3.905.754,mid,Saulius,Twisted Fate,522.973,jng,AGENTAS,Nocturne,2.590.933,top,unknown player,Malphite,3.943.418
1320225,EM,0,17/08/2020 17:28,10.04,Racoon,Kled,Karma,Caitlyn,Azir,Camille,1,Iron Wolves,Sett,Lux,Volibear,Orianna,Sylas,sup,darkchri,Nautilus,1.319.268,bot,Rharesh,Taliyah,4.020.052,mid,Fresskowy,Akali,4.667.916,jng,Ploxy,Lee Sin,4.036.007,top,Deidara,Urgot,4.573.496,sup,Xavieles,Leona,1.384.133,bot,Yashiro,Senna,3.905.754,mid,Saulius,Twisted Fate,522.973,jng,AGENTAS,Nocturne,2.590.933,top,unknown player,Malphite,3.943.418
1320226,EM,0,17/08/2020 17:59,10.04,Intrepid Fox Gaming,Akali,Senna,Camille,Lucian,LeBlanc,0,7more7 Pompa Team,Kha'Zix,Cassiopeia,Renekton,Shen,Malphite,sup,Kyouma,Thresh,649.593,bot,Gagai,Caitlyn,2.811.111,mid,Pun1sher,Irelia,2.116.531,jng,LeBron,Ekko,3.046.883,top,Bako,Ornn,2.144.986,sup,Pyrka,Karma,2.142.547,bot,defles,Ezreal,8.295.664,mid,Czajek,Syndra,6.236.856,jng,Bruness,Volibear,105.664,top,Sinmivak,Gnar,6.261.518
1310185,EM,0,17/08/2020 18:12,10.04,G2 Arctic,Sett,Cho'Gath,Sona,Sejuani,Olaf,0,CR4ZY,Caitlyn,Lucian,Kalista,Lux,Thresh,sup,Aesenar,Morgana,2.180.573,bot,Supa,Ashe,7.155.414,mid,FeeNiixZ,Syndra,3.412.102,jng,Nasser,Lee Sin,1.253.185,top,Oscarinin,Jayce,5.836.943,sup,Raxxo,Bard,2.052.866,bot,Plox,Senna,2.258.599,mid,Meight,Ekko,4.905.096,jng,DoubleAiM,Graves,2.844.268,top,Gabbo,Renekton,2.754.459
1310187,EM,0,17/08/2020 18:32,10.04,Riddle Esports,Heimerdinger,Lux,Ziggs,Shyvana,Shen,1,Team GamerLegion,Nidalee,Orianna,Twisted Fate,Renekton,Gangplank,sup,Wendelbo,Karma,1.871.801,bot,reje,Ezreal,4.639.778,mid,Sencux,Azir,477.108,jng,Maxi,Volibear,188.41,top,Doxy,Gnar,5.846.759,sup,Visdom,Thresh,1.597.562,bot,Hjarnan,Caitlyn,3.846.648,mid,Nite,Corki,5.240.776,jng,Rabble,Sett,351.59,top,Phones,Wukong,3.334.737
1320230,EM,0,17/08/2020 18:51,10.04,SAMCLAN Esports Club,Nidalee,Volibear,Ashe,Camille,Karma,0,Sector One,Sett,Caitlyn,Lux,Tahm Kench,Gangplank,sup,Calmsky,Nautilus,1.686.371,bot,Gotzy,Senna,5.116.692,mid,Noma,Zoe,4.583.461,jng,Travanques,Graves,3.149.464,top,F4rg,Cho'Gath,2.901.072,sup,Saviour,Rakan,1.227.259,bot,Practice,Ezreal,7.094.334,mid,Night,Azir,6.113.323,jng,dibu,Lee Sin,2.650.536,top,Phoenix,Shen,432.343
1320232,EM,0,17/08/2020 18:58,10.04,Five Kings,Syndra,Corki,Lux,Kalista,Sion,0,SINNERS Esports,Shen,Senna,Caitlyn,Camille,Veigar,sup,Pattarek,Tahm Kench,1.776.319,bot,Lakinther,Ashe,3.957.412,mid,tibor,Azir,2.131.804,jng,Fokkus,Graves,3.571.638,top,Onyoz,Ornn,167.196,sup,Vasked,Blitzcrank,1.704.452,bot,PiOk,Ezreal,5.413.768,mid,Ordno,Lucian,4.150.161,jng,Wysek,Lillia,3.249.748,top,Zvene,Mordekaiser,3.218.357
1310189,EM,0,17/08/2020 19:03,10.04,LDLC OL,Ashe,Lux,Graves,Syndra,Akali,1,CR4ZY,Zoe,LeBlanc,Caitlyn,Braum,Yuumi,sup,YellOwStaR,Thresh,1.454.218,bot,Exakick,Kalista,198.197,mid,Vetheo,Ezreal,6.992.917,jng,TynX,Nidalee,5.139.601,top,Bando,Renekton,336.085,sup,Raxxo,Nautilus,637.862,bot,Plox,Senna,240,mid,Meight,Cassiopeia,3.966.645,jng,DoubleAiM,Kha'Zix,663.748,top,Gabbo,Sett,3.212.106
1310190,EM,0,17/08/2020 19:22,10.04,eSuba,Heimerdinger,Karma,Ziggs,Sett,Nidalee,0,Team GamerLegion,Volibear,Lux,Graves,Gangplank,Olaf,sup,Rufus,Thresh,550.485,bot,Hiro,Caitlyn,5.047.209,mid,Random,Azir,4.812.015,jng,Jejky,Ekko,2.496.845,top,Wondro,Sion,2.203.034,sup,Visdom,Morgana,3.387.379,bot,Hjarnan,Jinx,5.869.296,mid,Nite,Akali,4.001.578,jng,Rabble,Skarner,1.510.922,top,Phones,Renekton,5.444.417
1320233,EM,0,17/08/2020 19:30,10.04,Iron Wolves,Lee Sin,Ezreal,Azir,Zoe,Shen,0,Sector One,Kled,Caitlyn,Senna,Darius,Trundle,sup,Xavieles,Rakan,1.424.748,bot,Yashiro,Xayah,2.159.112,mid,Saulius,LeBlanc,4.603.093,jng,AGENTAS,Volibear,2.770.007,top,unknown player,Sett,5.154.674,sup,Saviour,Thresh,1.329.926,bot,Practice,Lucian,10.141.089,mid,Night,Ryze,7.690.652,jng,dibu,Nidalee,3.483.793,top,Phoenix,Sion,3.591.123
1320236,EM,0,17/08/2020 19:53,10.04,SINNERS Esports,Sett,Camille,Ezreal,Shen,Tahm Kench,0,7more7 Pompa Team,Elise,Kalista,Caitlyn,Blitzcrank,Thresh,sup,Vasked,Leona,935.846,bot,PiOk,Syndra,4.253.768,mid,Ordno,Lucian,5.289.706,jng,Wysek,Lillia,3.872.151,top,Zvene,Renekton,3.765.717,sup,Pyrka,Nautilus,1.417.279,bot,defles,Senna,6.872.426,mid,Czajek,Ekko,3.848.162,jng,Bruness,Volibear,1.622.702,top,Sinmivak,Akali,527.261
1310192,EM,0,17/08/2020 19:58,10.04,G2 Arctic,Sett,Karthus,Bard,Azir,Shyvana,1,LowLandLions,Graves,Syndra,Morgana,Aatrox,Camille,sup,Aesenar,Lux,351.933,bot,Supa,Caitlyn,9.571.579,mid,FeeNiixZ,Zoe,6.278.182,jng,Nasser,Sejuani,384.89,top,Oscarinin,Renekton,5.974.163,sup,QUICKTIMER,Blitzcrank,2.107.751,bot,Orre,Lucian,7.595.885,mid,Raqo,Orianna,4.042.679,jng,Hades,Nidalee,6.724.019,top,Looca,Ornn,4.519.522
1310193,EM,0,17/08/2020 20:12,10.04,SAMCLAN Esports Club,Miss Fortune,Gangplank,Ashe,Thresh,Nautilus,0,Racoon,Caitlyn,Kalista,Nidalee,Twisted Fate,Galio,sup,Calmsky,Taric,2.009.845,bot,Gotzy,Miss Fortune,4.038.964,mid,Noma,Zoe,5.913.575,jng,Travanques,Olaf,3.511.399,top,F4rg,Ornn,3.652.228,sup,darkchri,Nautilus,1.813.368,bot,Rharesh,Taliyah,7.985.285,mid,Fresskowy,Orianna,8.645.285,jng,Ploxy,Kha'Zix,4.413.264,top,Deidara,Volibear,3.908.705
1320237,EM,0,17/08/2020 20:12,10.04,SAMCLAN Esports Club,Sett,Graves,Kalista,Azir,Renekton,0,Racoon,Caitlyn,Lux,Karma,Leona,Braum,sup,Calmsky,Taric,2.009.845,bot,Gotzy,Miss Fortune,4.038.964,mid,Noma,Zoe,5.913.575,jng,Travanques,Olaf,3.511.399,top,F4rg,Ornn,3.652.228,sup,darkchri,Nautilus,1.813.368,bot,Rharesh,Taliyah,7.985.285,mid,Fresskowy,Orianna,8.645.285,jng,Ploxy,Kha'Zix,4.413.264,top,Deidara,Volibear,3.908.705
1320239,EM,0,17/08/2020 20:53,10.04,Intrepid Fox Gaming,Sona,Shen,Graves,Vel'Koz,Camille,1,Five Kings,Irelia,Caitlyn,Kha'Zix,Trundle,Shyvana,sup,Kyouma,Thresh,2.059.732,bot,Gagai,Ezreal,6.112.752,mid,Pun1sher,Cassiopeia,5.014.228,jng,LeBron,Rek'Sai,4.392.483,top,Bako,Malphite,6.162.282,sup,Pattarek,Leona,182.698,bot,Lakinther,Senna,3.968.456,mid,tibor,Veigar,3.335.839,jng,Fokkus,Evelynn,351.302,top,Onyoz,Poppy,1.913.557
1320281,EM,0,18/08/2020 15:05,10.04,LowLandLions,Senna,Bard,Ashe,Cho'Gath,Akali,0,CR4ZY,Karthus,Lucian,Caitlyn,Thresh,Nautilus,sup,QUICKTIMER,Leona,1.470.038,bot,Orre,Kalista,4.120.487,mid,Raqo,Syndra,7.002.177,jng,Hades,Sett,3.607.298,top,Looca,Ornn,3.507.426,sup,Raxxo,Alistar,2.190.269,bot,Plox,Ezreal,9.776.312,mid,Meight,Ekko,5.208.323,jng,DoubleAiM,Nidalee,5.413.444,top,Gabbo,Renekton,6.741.741
1310232,EM,0,18/08/2020 15:30,10.04,Intrepid Fox Gaming,Taliyah,Nocturne,Orianna,Lee Sin,Kha'Zix,1,SINNERS Esports,Ezreal,Karma,Caitlyn,Azir,Shen,sup,Kyouma,Nautilus,172.036,bot,Gagai,Ashe,4.316.129,mid,Pun1sher,Ryze,4.060.709,jng,LeBron,Kha'Zix,7.300.899,top,Bako,Renekton,1.742.253,sup,Vasked,Thresh,1.250.767,bot,PiOk,Kalista,5.843.258,mid,Ordno,Zoe,7.316.129,jng,Wysek,Lee Sin,2.134.109,top,Zvene,Gnar,3.860.814
1310226,EM,0,18/08/2020 15:30,10.04,Intrepid Fox Gaming,Lux,Elise,Syndra,Akali,Orianna,1,SINNERS Esports,Cassiopeia,Irelia,Caitlyn,Shen,Azir,sup,Kyouma,Nautilus,172.036,bot,Gagai,Ashe,4.316.129,mid,Pun1sher,Ryze,4.060.709,jng,LeBron,Kha'Zix,7.300.899,top,Bako,Renekton,1.742.253,sup,Vasked,Thresh,1.250.767,bot,PiOk,Kalista,5.843.258,mid,Ordno,Zoe,7.316.129,jng,Wysek,Lee Sin,2.134.109,top,Zvene,Gnar,3.860.814
1310228,EM,0,18/08/2020 15:40,10.04,EGN Esports,Heimerdinger,Ziggs,Lux,Elise,Karthus,0,Team GamerLegion,Twisted Fate,Volibear,Ornn,Morgana,Nautilus,sup,Slayer,Blitzcrank,1.249.838,bot,Worst,Miss Fortune,4.113.952,mid,Heroic,Sylas,2.834.912,jng,ReAt1vo,Rek'Sai,2.637.508,top,Frozen,Shen,2.699.027,sup,Visdom,Thresh,1.466.321,bot,Hjarnan,Jhin,494.562,mid,Nite,Ryze,3.912.265,jng,Rabble,Gragas,3.210.642,top,Phones,Renekton,5.491.499
1310234,EM,0,18/08/2020 16:35,10.04,Riddle Esports,Azir,Ashe,Volibear,Orianna,Graves,1,eSuba,Karthus,Caitlyn,Kalista,Gnar,NULL,sup,Wendelbo,Blitzcrank,1.747.362,bot,reje,Lucian,356.23,mid,Sencux,Sett,2.065.323,jng,Maxi,Nidalee,4.710.729,top,Doxy,Camille,446.639,sup,Rufus,Lux,2.088.085,bot,Hiro,Sona,2.360.166,mid,Random,Syndra,3.416.835,jng,Jejky,Olaf,172.211,top,Wondro,Gangplank,495.08
1320286,EM,0,18/08/2020 16:37,10.04,G2 Arctic,Zoe,LeBlanc,Kalista,Galio,Ekko,0,LDLC OL,Caitlyn,Yuumi,Ashe,Renekton,Sejuani,sup,Aesenar,Leona,1.396.454,bot,Supa,Ezreal,5.769.402,mid,FeeNiixZ,Syndra,4.957.608,jng,Nasser,Graves,4.181.938,top,Oscarinin,Jax,7.554.557,sup,YellOwStaR,Thresh,121.534,bot,Exakick,Aphelios,8.459.629,mid,Vetheo,Yasuo,5.473.237,jng,TynX,Gragas,5.169.402,top,Bando,Camille,5.209.732
1310239,EM,0,18/08/2020 16:38,10.04,Five Kings,Graves,LeBlanc,Ashe,Twisted Fate,Camille,0,7more7 Pompa Team,Lux,Zoe,Caitlyn,Nidalee,Lee Sin,sup,Pattarek,Bard,2.349.037,bot,Lakinther,Caitlyn,4.087.542,mid,tibor,Azir,4.184.032,jng,Fokkus,Olaf,2.272.593,top,Onyoz,Sylas,3.234.768,sup,Pyrka,Karma,3.096.829,bot,defles,Ezreal,1.112.718,mid,Czajek,LeBlanc,7.017.214,jng,Bruness,Trundle,2.329.672,top,Sinmivak,Ornn,3.990.034
1310237,EM,0,18/08/2020 16:38,10.04,Five Kings,Sett,Camille,Lux,Akali,Corki,0,7more7 Pompa Team,Shen,Graves,Veigar,Renekton,Tryndamere,sup,Pattarek,Bard,2.349.037,bot,Lakinther,Caitlyn,4.087.542,mid,tibor,Azir,4.184.032,jng,Fokkus,Olaf,2.272.593,top,Onyoz,Sylas,3.234.768,sup,Pyrka,Karma,3.096.829,bot,defles,Ezreal,1.112.718,mid,Czajek,LeBlanc,7.017.214,jng,Bruness,Trundle,2.329.672,top,Sinmivak,Ornn,3.990.034
1320291,EM,0,18/08/2020 17:22,10.04,EGN Esports,Zoe,LeBlanc,Nidalee,Sona,Yuumi,0,Riddle Esports,Caitlyn,Ashe,Bard,Kha'Zix,Graves,sup,Slayer,Thresh,989.657,bot,Worst,Miss Fortune,1.766.958,mid,Heroic,Ryze,3.438.818,jng,ReAt1vo,Kha'Zix,1.627.132,top,Frozen,Gangplank,3.662.055,sup,Wendelbo,Nautilus,1.467.159,bot,reje,Karthus,5.146.944,mid,Sencux,Orianna,6.496.844,jng,Maxi,Graves,2.078.039,top,Doxy,Gnar,5.784.419
1310244,EM,0,18/08/2020 17:34,10.04,Five Kings,Kalista,Nidalee,Twisted Fate,Sett,Lucian,1,Intrepid Fox Gaming,Volibear,Caitlyn,Rek'Sai,NULL,Lee Sin,sup,Pattarek,Galio,5.066.393,bot,Lakinther,Senna,4.223.226,mid,tibor,Orianna,6.568.328,jng,Fokkus,Trundle,2.281.056,top,Onyoz,Poppy,3.205.513,sup,Kyouma,Thresh,128.868,bot,Gagai,Lucian,583.566,mid,Pun1sher,Corki,7.234.839,jng,LeBron,Sylas,3.910.381,top,Bako,Renekton,4.216.188
1310246,EM,0,18/08/2020 17:49,10.04,Sector One,Sett,Shen,Lux,LeBlanc,Zoe,1,SAMCLAN Esports Club,Ezreal,Lee Sin,Caitlyn,Galio,Azir,sup,Saviour,Braum,1.239.782,bot,Practice,Ashe,4.450.866,mid,Night,Corki,591.717,jng,dibu,Sejuani,2.188.323,top,Phoenix,Camille,6.524.592,sup,Calmsky,Karma,2.462.642,bot,Gotzy,Miss Fortune,4.005.839,mid,Noma,Orianna,360,jng,Travanques,Nidalee,2.357.249,top,F4rg,Jax,513.904
1310248,EM,0,18/08/2020 18:06,10.04,Team GamerLegion,Lux,Twisted Fate,Azir,Orianna,Gangplank,1,eSuba,Heimerdinger,Ziggs,Caitlyn,Vel'Koz,Wukong,sup,Visdom,Thresh,1.565.189,bot,Hjarnan,Jhin,6.960.324,mid,Nite,Cassiopeia,7.428.973,jng,Rabble,Volibear,3.430.054,top,Phones,Quinn,7.623.892,sup,Rufus,Tahm Kench,1.691.351,bot,Hiro,Ashe,4.337.189,mid,Random,LeBlanc,6.522.486,jng,Jejky,Sett,2.667.892,top,Wondro,Renekton,2.825.514
1310252,EM,0,18/08/2020 18:27,10.04,7more7 Pompa Team,Sett,Volibear,Senna,Orianna,Camille,1,SINNERS Esports,Caitlyn,Kled,Karma,Shen,Malphite,sup,Pyrka,Nautilus,1.513.043,bot,defles,Aphelios,6.278.882,mid,Czajek,Zoe,5.963.665,jng,Bruness,Volibear,1.901.553,top,Sinmivak,Akali,4.525.155,sup,Vasked,Braum,840.994,bot,PiOk,Ezreal,4.961.491,mid,Ordno,Jayce,6.331.677,jng,Wysek,Nidalee,1.324.845,top,Adiss,Sion,2.424.534
1310249,EM,0,18/08/2020 18:27,10.04,7more7 Pompa Team,Elise,Kalista,Lucian,Gangplank,Ornn,1,SINNERS Esports,Thresh,Caitlyn,LeBlanc,Azir,Camille,sup,Pyrka,Nautilus,1.513.043,bot,defles,Aphelios,6.278.882,mid,Czajek,Zoe,5.963.665,jng,Bruness,Volibear,1.901.553,top,Sinmivak,Akali,4.525.155,sup,Vasked,Braum,840.994,bot,PiOk,Ezreal,4.961.491,mid,Ordno,Jayce,6.331.677,jng,Wysek,Nidalee,1.324.845,top,Adiss,Sion,2.424.534
